ksrid lea,agency name,site url,webarchive_url,lea-qid,reference,city,city-qid,latlon,street address,county,county-qid,zip code,lea type
SB978-162,El Centro Police Department,http://www.cityofelcentro.org,https://web.archive.org/web/20010424070241/http://www.cityofelcentro.org/,Q113181192,,El Centro,Q495369,"32.79616,-115.57",,Imperial County,Q169952,,Police
SB978-163,El Cerrito Police Department,https://www.el-cerrito.org,https://web.archive.org/web/20010909050042/http://www.el-cerrito.org/,Q113181194,,El Cerrito,Q996569,"37.91563,-122.3115",,Contra Costa County,Q108058,,Police
SB978-165,El Dorado County Sheriff's Department,https://www.edcgov.us,https://web.archive.org/web/20040103051414/http://edcgov.us/,Q120751656,,South Lake Tahoe,Q983602,"38.91162,-120.0078",,El Dorado County,Q108093,,Sheriff
SB978-166,El Monte Police Department,https://www.ci.el-monte.ca.us,https://web.archive.org/web/20000817164350/http://www.ci.el-monte.ca.us/,Q120751657,,El Monte,Q595550,"34.07105,-118.0309",,Los Angeles County,Q104994,,Police
SB978-168,El Segundo Police Department,https://www.elsegundopd.org,https://web.archive.org/web/20200430071541/https://www.elsegundopd.org/,Q120751658,,El Segundo,Q983859,"33.92084,-118.416",,Los Angeles County,Q104994,,Police
SB978-169,Elk Grove Police Department,http://www.elkgrovepd.org,https://web.archive.org/web/20021224061142/http://www.elkgrovepd.org/,Q5364014,,Elk Grove,Q671314,"38.40902,-121.3651",,Sacramento County,Q108131,,Police
SB978-170,Emeryville Police Department,https://www.ci.emeryville.ca.us,https://web.archive.org/web/19981202043758/http://ci.emeryville.ca.us/,Q120751659,,Emeryville,Q499178,"37.83717,-122.3017",,Alameda County,Q107146,,Police
SB978-171,Escalon Police Department,http://www.cityofescalon.org,https://web.archive.org/web/20040711160601/http://www.cityofescalon.org/,Q120751660,,Escalon,Q3057873,"37.79676,-120.9954",,San Joaquin County,Q108499,,Police
SB978-172,Escondido Police Department,https://police.escondido.org,https://web.archive.org/web/20110430005741/http://police.escondido.org/,Q120751661,,Escondido,Q372454,"33.12354,-117.0823",,San Diego County,Q108143,,Police
SB978-173,Etna Police Department,https://www.etnaca.com,https://web.archive.org/web/20080406205129/http://www.etnaca.com/,Q120751662,,Etna,Q542603,"41.45711,-122.8928",,Siskiyou County,Q156374,,Police
SB978-174,Eureka Police Department,http://www.ci.eureka.ca.gov,https://web.archive.org/web/20051210161121/http://www.ci.eureka.ca.gov/,Q120751663,,Eureka,Q488702,"40.80327,-124.1595",,Humboldt County,Q109651,,Police
SB978-175,Exeter Police Department,https://cityofexeter.com/departments/exeter-police-department/,https://web.archive.org/web/20190816030200/https://cityofexeter.com/departments/exeter-police-department/,Q120751664,,Exeter,Q986815,"36.29779,-119.1361",,Tulare County,Q109686,,Police
SB978-177,Fairfax Police Department,https://www.townoffairfax.org,https://web.archive.org/web/20050204104059/http://www.townoffairfax.org/,Q120751352,,Fairfax,Q2108879,"37.98517,-122.5904",,Marin County,Q108117,,Police
SB978-178,Fairfield Police Department,http://www.fairfield.ca.gov,https://web.archive.org/web/20100225075051/http://www.fairfield.ca.gov/,Q98517126,,Fairfield,Q323432,"38.24924,-122.0443",,Solano County,Q108083,,Police
SB978-179,Farmersville Police Department,https://www.cityoffarmersville-ca.gov,https://web.archive.org/web/20130310032513/http://www.cityoffarmersville-ca.gov/,Q120751665,,Farmersville,Q986808,"36.29924,-119.2072",,Tulare County,Q109686,,Police
SB978-180,Ferndale Police Department,https://ci.ferndale.ca.us,https://web.archive.org/web/20040729234255/http://ci.ferndale.ca.us/,Q120751666,,Ferndale,Q3069604,"40.58029,-124.2605",,Humboldt County,Q109651,,Police
SB978-181,Firebaugh Police Department,https://firebaugh.org,https://web.archive.org/web/20120628093910/http://www.firebaugh.org/,Q120751667,,Firebaugh,Q1705364,"36.85605,-120.4551",,Fresno County,Q271915,,Police
SB978-182,Folsom Lake College Police Department,https://police.losrios.edu,https://web.archive.org/web/20110504130710/http://police.losrios.edu/,Q120751668,Los Rios Community College District Police Department,Folsom,Q984155,"38.68175,-121.1628",,Sacramento County,Q108131,,College/University
SB978-183,Folsom Police Department,https://www.folsom.ca.us,https://web.archive.org/web/19980530071725/http://www.folsom.ca.us/,Q120751669,,Folsom,Q984155,"38.68175,-121.1628",,Sacramento County,Q108131,,Police
SB978-184,Fontana Police Department,https://www.fontana.org,https://web.archive.org/web/20000416071616/http://fontana.org/,Q120751670,,Fontana,Q491128,"34.10261,-117.4358",,San Bernardino County,Q108053,,Police
SB978-187,Fort Bragg Police Department,https://city.fortbragg.com,https://web.archive.org/web/20051116183409/http://city.fortbragg.com/,Q120751671,,Fort Bragg,Q579180,"39.44672,-123.8059",,Mendocino County,Q108087,,Police
SB978-188,Fortuna Police Department,https://www.friendlyfortuna.com,https://web.archive.org/web/20081216172617/http://www.friendlyfortuna.com/,Q120751672,,Fortuna,Q509604,"40.59756,-124.1555",,Humboldt County,Q109651,,Police
SB978-189,Foster City Police Department,https://www.fostercity.org,https://web.archive.org/web/19970614021741/http://www.fostercity.org/,Q120751674,,Foster City,Q988691,"37.56114,-122.2689",,San Mateo County,Q108101,,Police
SB978-190,Fountain Valley Police Department,https://www.fountainvalley.org,https://web.archive.org/web/19971023004517/http://www.fountainvalley.org/,Q120751675,,Fountain Valley,Q838769,"33.708611,-117.956389",,Orange County,Q5925,,Police
SB978-191,Fowler Police Department,http://fowlercity.org,https://web.archive.org/web/20040409152109/http://www.fowlercity.org/,Q5476431,,Fowler,Q1705361,"36.62998,-119.6783",,Fresno County,Q271915,,Police
SB978-192,Fremont Police Department,https://www.fremontpolice.gov,https://web.archive.org/web/20200422044748/https://www.fremontpolice.gov/,Q98522093,,Fremont,Q49220,"37.55148,-121.9833",,Alameda County,Q107146,,Police
SB978-194,Fresno County Sheriff's Department,https://publicinfo.fresnosheriff.org,,Q113457288,,Fresno,Q43301,"36.74084,-119.7855",,Fresno County,Q271915,,Sheriff
SB978-195,Fresno Police Department,https://www.fresno.gov,https://web.archive.org/web/19980118185900/http://www.fresno.gov/,Q5503196,,Fresno,Q43301,"36.74084,-119.7855",,Fresno County,Q271915,,Police
SB978-197,Fullerton Police Department,http://www.fullertonpd.org,https://web.archive.org/web/20020328034923/http://www.fullertonpd.org/,Q5508299,,Fullerton,Q494723,"33.87033,-117.929",,Orange County,Q5925,,Police
SB978-198,Galt Police Department,http://www.ci.galt.ca.us,https://web.archive.org/web/19981206075748/http://www.ci.galt.ca.us/,Q120751677,,Galt,Q985262,"38.25299,-121.3008",,Sacramento County,Q108131,,Police
SB978-199,Garden Grove Police Department,https://ggcity.org/police,https://web.archive.org/web/20190406073640/https://ggcity.org/police,Q120751678,,Garden Grove,Q50054,"33.77607,-117.9361",,Orange County,Q5925,,Police
SB978-200,Gardena Police Department,http://www.gardenapd.org,https://web.archive.org/web/20000408151355/http://gardenapd.org/,Q5522429,,Gardena,Q846409,"33.88379,-118.307",,Los Angeles County,Q104994,,Police
SB978-202,Gilroy Police Department,http://www.cityofgilroy.org,https://web.archive.org/web/20120916030930/http://cityofgilroy.org/,Q120751679,,Gilroy,Q837097,"37.00441,-121.5717",,Santa Clara County,Q110739,,Police
SB978-203,Glendale Community College District Police Department,https://www.glendale.edu,https://web.archive.org/web/20020526103100/http://www2.glendale.edu/,Q120751680,,Glendale,Q485716,"34.14633,-118.2486",,Los Angeles County,Q104994,,College/University
SB978-204,Glendale Police Department,https://www.glendaleca.gov/government/departments/police-department,https://web.archive.org/web/20140520015246/http://www.glendaleca.gov/government/departments/police-department,Q120751361,,Glendale,Q485716,"34.14633,-118.2486",,Los Angeles County,Q104994,,Police
SB978-206,Glendora Police Department,https://www.cityofglendora.org,https://web.archive.org/web/20110816012229/http://cityofglendora.org/,Q120751681,,Glendora,Q851041,"34.13602,-117.8644",,Los Angeles County,Q104994,,Police
SB978-209,Glenn County Sheriff's Department/Coroner,https://www.countyofglenn.net,https://web.archive.org/web/20010223171851/http://www.countyofglenn.net/,Q120751682,,Orland,Q2679379,"39.7474,-122.1954",,Glenn County,Q271601,,Sheriff
SB978-210,Gonzales Police Department,https://gonzalesca.gov,https://web.archive.org/web/20181104015130/http://gonzalesca.gov/,Q120751683,,Gonzales,Q862689,"36.50777,-121.4434",,Monterey County,Q108072,,Police
SB978-211,Grass Valley Police Department,https://www.cityofgrassvalley.com,https://web.archive.org/web/20021024170815/http://www.cityofgrassvalley.com/,Q120751684,,Grass Valley,Q834337,"39.21926,-121.0615",,Nevada County,Q109681,,Police
SB978-212,Greenfield Police Department,https://ci.greenfield.ca.us,https://web.archive.org/web/20040324101727/http://ci.greenfield.ca.us/,Q120751685,,Greenfield,Q983596,"36.31908,-121.2418",,Monterey County,Q108072,,Police
SB978-213,Gridley Police Department,http://gridley.ca.us,https://web.archive.org/web/20011104082050/http://www.gridley.ca.us/,Q120751686,,Gridley,Q2709827,"39.3659,-121.6964",,Butte County,Q156181,,Police
SB978-214,Grover Beach Police Department,https://www.grover.org,https://web.archive.org/web/19990125095736/http://www.grover.org/,Q120751687,,Grover Beach,Q986934,"35.12137,-120.6215",,San Luis Obispo County,Q49014,,Police
SB978-215,Guadalupe Police Department,https://ci.guadalupe.ca.us,https://web.archive.org/web/20020414140809/http://www.ci.guadalupe.ca.us/,Q120751688,,Guadalupe,Q24335,"34.95934,-120.574",,Santa Barbara County,Q108106,,Police
SB978-216,Gustine Police Department,https://www.cityofgustine.com,https://web.archive.org/web/20070604121148/http://www.cityofgustine.com/,Q120751689,,Gustine,Q2295402,"37.25683,-121.0019",,Merced County,Q109690,,Police
SB978-218,Hanford Police Department,https://www.ci.hanford.ca.us/departments/police/index.php,https://web.archive.org/web/20180212091716/http://www.ci.hanford.ca.us/departments/police/index.php,Q120751690,,Hanford,Q375185,"36.32743,-119.6459",,Kings County,Q156358,,Police
SB978-219,Hawthorne Police Department,https://hawthornepolice.com,https://web.archive.org/web/20001026120820/http://www.hawthornepolice.com/,Q65045215,,Hawthorne,Q688596,"33.91822,-118.3527",,Los Angeles County,Q104994,,Police
SB978-220,Hayward Police Department,https://www.hayward-ca.gov/police-department,https://web.archive.org/web/20160323023711/http://www.hayward-ca.gov/police-department,Q120751691,,Hayward,Q491114,"37.67134,-122.0856",,Alameda County,Q107146,,Police
SB978-221,Healdsburg Police Department,https://www.ci.healdsburg.ca.us,https://web.archive.org/web/19981212023751/http://www.ci.healdsburg.ca.us/,Q120751692,,Healdsburg,Q852598,"38.61064,-122.8688",,Sonoma County,Q108067,,Police
SB978-222,Hemet Police Department,http://www.hemetca.gov,https://web.archive.org/web/20191205213327/http://www.hemetca.gov/,Q120751693,,Hemet,Q948188,"33.74937,-116.9676",,Riverside County,Q108111,,Police
SB978-223,Hercules Police Department,https://www.ci.hercules.ca.us,https://web.archive.org/web/19980110052113/http://www.ci.hercules.ca.us/,Q120751694,,Hercules,Q948140,"38.0104,-122.2654",,Contra Costa County,Q108058,,Police
SB978-224,Hermosa Beach Police Department,https://www.hermosabeach.gov,https://web.archive.org/web/20191105081939/https://www.hermosabeach.gov/,Q120751697,,Hermosa Beach,Q828712,"33.86404,-118.3953",,Los Angeles County,Q104994,,Police
SB978-226,Hillsborough Police Department,https://www.hillsborough.net,https://web.archive.org/web/19981205150422/http://hillsborough.net/,Q113181222,,Hillsborough,Q1011171,"37.57796,-122.3556",,San Mateo County,Q108101,,Police
SB978-227,Hollister Police Department,http://hollister.ca.gov,https://web.archive.org/web/19971222141046/http://hollister.ca.gov/,Q120751698,,Hollister,Q936919,"36.85254,-121.4034",,San Benito County,Q109656,,Police
SB978-229,Humboldt County Sheriff's Department,https://humboldtgov.org,https://web.archive.org/web/20140712120440/http://www.humboldtgov.org/,Q120751699,,Eureka,Q488702,"40.80327,-124.1595",,Humboldt County,Q109651,,Sheriff
SB978-231,Huntington Beach Police Department,https://www.huntingtonbeachca.gov,https://web.archive.org/web/20100124223731/http://www.huntingtonbeachca.gov/,Q120751700,,Huntington Beach,Q5917,"33.67893,-118.0016",,Orange County,Q5925,,Police
SB978-232,Huntington Park Police Department,http://hppolice.org,https://web.archive.org/web/20160517082912/http://www.hppolice.org/,Q113181223,,Huntington Park,Q851027,"33.98143,-118.2191",,Los Angeles County,Q104994,,Police
SB978-233,Huron Police Department,http://cityofhuron.com,https://web.archive.org/web/20010308192937/http://www.cityofhuron.com/,Q113181224,,Huron,Q2649652,"36.20341,-120.1035",,Fresno County,Q271915,,Police
SB978-236,Imperial Police Department,https://www.cityofimperial.org,https://web.archive.org/web/20010818013502/http://www.cityofimperial.org/,Q120751704,,Imperial,Q930766,"32.84748,-115.5695",,Imperial County,Q169952,,Police
SB978-237,Indio Police Department,https://www.indio.org,https://web.archive.org/web/19981111183609/http://www.indio.org/,Q113181225,,Indio,Q838789,"33.72213,-116.2194",,Riverside County,Q108111,,Police
SB978-238,Inglewood Police Department,https://www.cityofinglewood.org,https://web.archive.org/web/19981201202712/http://www.cityofinglewood.org/,Q6032727,,Inglewood,Q621549,"33.96178,-118.3565",,Los Angeles County,Q104994,,Police
SB978-241,Inyo County Sheriff's Department,https://www.inyocounty.us,https://web.archive.org/web/20040110021833/http://inyocounty.us/,Q120751705,,Bishop,Q852658,"37.3668,-118.3953",,Inyo County,Q109670,,Sheriff
SB978-242,Ione Police Department,https://www.ione-ca.com,https://web.archive.org/web/20010201050100/http://www.ione-ca.com/,Q113181226,,Ione,Q953598,"38.3525,-120.9333",,Amador County,Q156177,,Police
SB978-243,Irvine Police Department,https://www.cityofirvine.org,https://web.archive.org/web/20010720061025/http://www.cityofirvine.org/,Q6074367,,Irvine,Q49219,"33.6873,-117.8259",,Orange County,Q5925,,Police
SB978-245,Irwindale Police Department,https://www.irwindaleca.gov,https://web.archive.org/web/20160901003226/http://www.irwindaleca.gov/,Q113181227,,Irwindale,Q984171,"34.10514,-117.9338",,Los Angeles County,Q104994,,Police
SB978-246,Jackson Police Department,https://www.ci.jackson.ca.us,https://web.archive.org/web/19991129022621/http://ci.jackson.ca.us/,Q6117325,,Jackson,Q1966879,"38.34712,-120.7734",,Amador County,Q156177,,Police
SB978-247,Kensington Police Department,https://www.kppcsd.org,https://web.archive.org/web/20180612210601/https://www.kppcsd.org/,Q113181228,,Kensington,Q3296036,"37.91285,-122.2813",,Contra Costa County,Q108058,,Police
SB978-248,Kerman Police Department,https://cityofkerman.net,https://web.archive.org/web/20070726221810/http://www.cityofkerman.net/,Q120751706,,Kerman,Q984605,"36.72926,-120.0603",,Fresno County,Q271915,,Police
SB978-251,Kern County Sheriff's Department,https://www.kernsheriff.org,https://web.archive.org/web/20110725020034/http://kernsheriff.org/,Q6394122,,Bakersfield,Q49256,"35.36723,-119.0189",,Kern County,Q108047,,Sheriff
SB978-253,King City Police Department,http://www.kingcity.com,https://web.archive.org/web/19980115152019/http://kingcity.com/,Q120751707,,King City,Q862700,"36.21086,-121.1266",,Monterey County,Q108072,,Police
SB978-256,Kings County Sheriff's Department,https://www.countyofkings.com,https://web.archive.org/web/19981205203320/http://www.countyofkings.com/,Q120751708,,Hanford,Q375185,"36.32743,-119.6459",,Kings County,Q156358,,Sheriff
SB978-257,Kingsburg Police Department,https://www.cityofkingsburg-ca.gov,https://web.archive.org/web/20060526221955/http://www.cityofkingsburg-ca.gov/,Q23017075,,Kingsburg,Q779614,"36.51515,-119.5523",,Fresno County,Q271915,,Police
SB978-258,La Habra Police Department,https://www.lahabracity.com,https://web.archive.org/web/20001018042157/http://lahabracity.com/,Q113181230,,La Habra,Q948071,"33.93187,-117.9435",,Orange County,Q5925,,Police
SB978-259,La Mesa Police Department,https://www.cityoflamesa.us,https://web.archive.org/web/20040102031441/http://cityoflamesa.us/,Q120751709,,La Mesa,Q850929,"32.76604,-117.0244",,San Diego County,Q108143,,Police
SB978-260,La Palma Police Department,https://www.cityoflapalma.org,https://web.archive.org/web/20001204164700/http://www.cityoflapalma.org/,Q120751710,,La Palma,Q595175,"33.84847,-118.0373",,Orange County,Q5925,,Police
SB978-261,La Verne Police Department,https://www.lvpd.org,https://web.archive.org/web/20021129100933/http://lvpd.org/,Q120751711,,La Verne,Q985347,"34.113,-117.7653",,Los Angeles County,Q104994,,Police
SB978-262,Laguna Beach Police Department,https://www.lagunabeachcity.net,https://web.archive.org/web/20020726131401/http://www.lagunabeachcity.net/,Q120751712,,Laguna Beach,Q1908566,"33.54536,-117.7815",,Orange County,Q5925,,Police
SB978-264,Lake County Sheriff's Department,http://www.lakesheriff.com,https://web.archive.org/web/20010428024751/http://www.lakesheriff.com/,Q6475515,,Lakeport,Q1960647,"39.04371,-122.9152",,Lake County,Q156361,,Sheriff
SB978-266,Lakeport Police Department,https://www.cityoflakeport.com,https://web.archive.org/web/20061229073401/http://www.cityoflakeport.com/,Q120751713,,Lakeport,Q1960647,"39.04371,-122.9152",,Lake County,Q156361,,Police
SB978-268,Lassen County Sheriff's Department,http://www.lassencounty.org,https://web.archive.org/web/20001204182100/http://www.lassencounty.org/,Q120751714,,Susanville,Q629584,"40.4157,-120.6498",,Lassen County,Q156340,,Sheriff
SB978-269,Lemoore Police Department,https://lemoore.com,https://web.archive.org/web/19980208200129/http://www.lemoore.com/,Q120751715,,Lemoore,Q986940,"36.30101,-119.7864",,Kings County,Q156358,,Police
SB978-270,Lincoln Police Department,http://www.lincolnca.gov,https://web.archive.org/web/20150705204300/http://www.lincolnca.gov/,Q120751371,,Lincoln,Q966492,"38.89161,-121.2928",,Placer County,Q156353,,Police
SB978-271,Lindsay Department of Public Safety,https://www.lindsay.ca.us,https://web.archive.org/web/19981206200918/http://www.lindsay.ca.us/,Q120751716,,Lindsay,Q984167,"36.20387,-119.0893",,Tulare County,Q109686,,Police
SB978-272,Livermore Police Department,https://www.livermoreca.gov/,https://web.archive.org/web/20220519033728/https://www.livermoreca.gov/,Q98517149,,Livermore,Q138901,"37.6757,-121.7586",,Alameda County,Q107146,,Police
SB978-273,Livingston Police Department,https://livingston.govoffice2.com,https://web.archive.org/web/20090703071315/http://livingston.govoffice2.com/,Q120751717,,Livingston,Q986871,"37.38202,-120.7233",,Merced County,Q109690,,Police
SB978-274,Lodi Police Department,http://www.lodi.gov,https://web.archive.org/web/19961109164436/http://www.lodi.gov/,Q120751718,,Lodi,Q852647,"38.13018,-121.2755",,San Joaquin County,Q108499,,Police
SB978-275,Lompoc Police Department,https://www.cityoflompoc.com,https://web.archive.org/web/20010330211654/http://www.cityoflompoc.com/,Q120751719,,Lompoc,Q852704,"34.64048,-120.4579",,Santa Barbara County,Q108106,,Police
SB978-276,Long Beach Police Department,https://citydocs.longbeach.gov,,Q17035148,,Long Beach,Q16739,"33.76672,-118.1924",,Los Angeles County,Q104994,,Police
SB978-278,Los Alamitos Police Department,https://cityoflosalamitos.org,https://web.archive.org/web/20110627051913/http://cityoflosalamitos.org/,Q120751720,,Los Alamitos,Q948059,"33.80316,-118.0769",,Orange County,Q5925,,Police
SB978-279,Los Altos Police Department,https://www.losaltosca.gov,https://web.archive.org/web/20090511155409/http://www.losaltosca.gov/,Q120751721,,Los Altos,Q864124,"37.38308,-122.1142",,Santa Clara County,Q110739,,Police
SB978-280,Los Angeles City Department of Recreation and Parks,https://www.laparks.org,https://web.archive.org/web/20000823104329/http://www.laparks.org/,Q120751722,,Los Angeles,Q65,"34.05357,-118.2454",,Los Angeles County,Q104994,,Parks
SB978-281,Los Angeles County District Attorney,http://da.lacounty.gov,https://web.archive.org/web/20070626042855/http://da.lacounty.gov/,Q120751723,,Los Angeles,Q65,"34.05357,-118.2454",,Los Angeles County,Q104994,,District Attorney
SB978-282,Los Angeles County Probation Department,https://probation.lacounty.gov,https://web.archive.org/web/20071018114130/http://probation.lacounty.gov/,Q120751724,,Los Angeles,Q65,"34.05357,-118.2454",,Los Angeles County,Q104994,,Probation
SB978-283,Los Angeles County Sheriff's Department,http://pars.lasd.org,,Q3259709,,Los Angeles,Q65,"34.05357,-118.2454",,Los Angeles County,Q104994,,Sheriff
SB978-284,Los Angeles Police Department,https://lapdonline.org,https://web.archive.org/web/19981202190615/http://www.lapdonline.org/,Q214126,,Los Angeles,Q65,"34.05357,-118.2454",,Los Angeles County,Q104994,,Police
SB978-285,Los Angeles Port Police Department,https://www.portoflosangeles.org/community/los-angeles-port-police,https://web.archive.org/web/20211124004947/https://www.portoflosangeles.org/community/los-angeles-port-police,Q120751725,,Los Angeles,Q65,"34.05357,-118.2454",,Los Angeles County,Q104994,,Port
SB978-287,Los Angeles School Police Department,https://achieve.lausd.net,https://web.archive.org/web/20160404060722/http://achieve.lausd.net/,Q6682328,,Los Angeles,Q65,"34.05357,-118.2454",,Los Angeles County,Q104994,,School District
SB978-289,Los Angeles World Airports Police Department,https://www.lawa.org,https://web.archive.org/web/19981203085344/http://www.lawa.org/,Q120751727,,Los Angeles,Q65,"34.05357,-118.2454",,Los Angeles County,Q104994,,Airport
SB978-290,Los Banos Police Department,http://www.losbanos.org,https://web.archive.org/web/19981206120724/http://www.losbanos.org/,Q120751728,,Los Banos,Q590932,"37.06138,-120.8476",,Merced County,Q109690,,Police
SB978-291,Los Gatos/Monte Sereno Police Department,https://www.losgatosca.gov,https://web.archive.org/web/20040123095746/http://www.losgatosca.gov/,Q6682757,,Los Gatos,Q747509,"37.22131,-121.9793",,Santa Clara County,Q110739,,Police
SB978-292,Los Rios Community College District Police Department,https://police.losrios.edu,https://web.archive.org/web/20110504130710/http://police.losrios.edu/,Q120751729,,Sacramento,Q18013,"38.57944,-121.4908",,Sacramento County,Q108131,,College/University
SB978-295,Madera County Sheriff's Department,https://www.maderacounty.com,https://web.archive.org/web/20001019062947/http://www.maderacounty.com/,Q120751730,,Madera,Q851000,"36.96205,-120.064",,Madera County,Q109661,,Sheriff
SB978-296,Madera Police Department,https://www.madera.gov,https://web.archive.org/web/20190324022825/https://www.madera.gov/,Q23017172,,Madera,Q851000,"36.96205,-120.064",,Madera County,Q109661,,Police
SB978-297,Mammoth Lakes Police Department,https://www.townofmammothlakes.ca.gov,https://web.archive.org/web/20140427000350/http://www.townofmammothlakes.ca.gov/,Q120751731,,Mammoth Lakes,Q983604,"37.64878,-118.9779",,Mono County,Q156366,,Police
SB978-298,Manhattan Beach Police Department,https://www.citymb.info,https://web.archive.org/web/20020207223041/http://www.citymb.info/,Q120751732,,Manhattan Beach,Q568610,"33.8872,-118.4109",,Los Angeles County,Q104994,,Police
SB978-299,Manteca Police Department,https://www.ci.manteca.ca.us,https://web.archive.org/web/19981111183557/http://ci.manteca.ca.us/,Q120751733,,Manteca,Q986109,"37.79917,-121.2322",,San Joaquin County,Q108499,,Police
SB978-300,Marin Community College District Police Department,http://police.marin.edu,https://web.archive.org/web/20170215214444/http://police.marin.edu/,Q120751734,,Kentfield,Q2450147,"37.95616,-122.5481",,Marin County,Q108117,,College/University
SB978-303,Marin County Sheriff's Department,https://www.marinsheriff.org,https://web.archive.org/web/20010413222732/http://www.marinsheriff.org/,Q105085080,,San Rafael,Q631915,"37.97461,-122.5329",,Marin County,Q108117,,Sheriff
SB978-305,Marina Department of Public Safety,https://www.cityofmarina.org,https://web.archive.org/web/20110627051933/http://cityofmarina.org/,Q120751735,,Marina,Q985077,"36.68162,-121.8023",,Monterey County,Q108072,,Police
SB978-308,Martinez Police Department,https://www.cityofmartinez.org,https://web.archive.org/web/19981202082247/http://www.cityofmartinez.org/,Q120751736,,Martinez,Q506439,"38.01393,-122.1349",,Contra Costa County,Q108058,,Police
SB978-309,Marysville Police Department,https://www.marysvillepd.org,https://web.archive.org/web/20080501162015/http://www.marysvillepd.org/,Q120751737,,Marysville,Q950966,"39.14497,-121.5872",,Yuba County,Q196014,,Police
SB978-310,McFarland Police Department,http://www.mcfarlandcity.org,https://web.archive.org/web/20040218025559/http://www.mcfarlandcity.org/,Q120751739,,McFarland,Q977395,"35.67746,-119.228",,Kern County,Q108047,,Police
SB978-313,Mendocino County Sheriff's Department,https://mendocinosheriff.com,https://web.archive.org/web/20070925052150/http://www.mendocinosheriff.com/,Q120751740,,Ukiah,Q837105,"39.15093,-123.2079",,Mendocino County,Q108087,,Sheriff
SB978-314,Mendota Police Department,https://www.ci.mendota.ca.us,https://web.archive.org/web/20040405123414/http://www.ci.mendota.ca.us/,Q120751741,,Mendota,Q984601,"36.75406,-120.3788",,Fresno County,Q271915,,Police
SB978-315,Menifee Police Department,https://menifeepolice.org,https://web.archive.org/web/20200511171258/https://menifeepolice.org/,Q120751742,,Menifee,Q3476276,"33.685,-117.1539",,Riverside County,Q108111,,Police
SB978-316,Menlo Park Police Department,https://www.menlopark.org,https://web.archive.org/web/20000510152545/http://www.menlopark.org/,Q120751743,,Menlo Park,Q74195,"37.4555,-122.1788",,San Mateo County,Q108101,,Police
SB978-317,Merced Community College Police Department,http://www.mccd.edu,https://web.archive.org/web/20021026193731/http://www.mccd.edu/,Q120753302,,Merced,Q499189,"37.30152,-120.4869",,Merced County,Q109690,,College/University
SB978-319,Merced County Sheriff's Department,https://www.co.merced.ca.us,https://web.archive.org/web/19980109175324/http://co.merced.ca.us/,Q120751745,,Merced,Q499189,"37.30152,-120.4869",,Merced County,Q109690,,Sheriff
SB978-320,Merced Police Department,https://www.cityofmerced.org,https://web.archive.org/web/20030205041859/http://www.cityofmerced.org/,Q120751746,,Merced,Q499189,"37.30152,-120.4869",,Merced County,Q109690,,Police
SB978-321,Mill Valley Police Department,https://www.cityofmillvalley.org,https://web.archive.org/web/19990427111625/http://www.cityofmillvalley.org/,Q120751747,,Mill Valley,Q846413,"37.90774,-122.5482",,Marin County,Q108117,,Police
SB978-323,Milpitas Police Department,https://www.milpitas.gov/,https://web.archive.org/web/20220423025100/https://www.milpitas.gov/,Q98517141,,Milpitas,Q927510,"37.43286,-121.897",,Santa Clara County,Q110739,,Police
SB978-324,MiraCosta Community College District Police Department,https://miracosta.edu,https://web.archive.org/web/20020524042016/http://www.miracosta.edu/,Q120751748,,Oceanside,Q488924,"33.19715,-117.3806",,San Diego County,Q108143,,College/University
SB978-325,Modesto Police Department,https://www.modestogov.com,https://web.archive.org/web/20010419113932/http://www.modestogov.com/,Q23017246,,Modesto,Q204561,"37.64155,-121.0035",,Stanislaus County,Q108503,,Police
SB978-326,Modoc County Sheriff's Department,https://www.modocsheriff.us,https://web.archive.org/web/20081229223528/http://www.modocsheriff.us/,Q120751749,,Alturas,Q446281,"41.49432,-120.5426",,Modoc County,Q109695,,Sheriff
SB978-328,Mono County Sheriff's Department,https://monosheriff.org,https://web.archive.org/web/20020531094142/http://www.monosheriff.org/,Q120751750,,Bridgeport,Q913753,"38.25591,-119.2276",,Mono County,Q156366,,Sheriff
SB978-329,Monrovia Police Department,https://www.cityofmonrovia.org,https://web.archive.org/web/20041209120513/http://www.cityofmonrovia.org/,Q120751751,,Monrovia,Q926988,"34.14783,-117.9988",,Los Angeles County,Q104994,,Police
SB978-330,Montclair Police Department,https://www.cityofmontclair.org,https://web.archive.org/web/20080807154700/http://www.cityofmontclair.org/,Q120751756,,Montclair,Q853691,"34.07401,-117.6912",,San Bernardino County,Q108053,,Police
SB978-331,Montebello Police Department,https://www.montebelloca.gov/,https://web.archive.org/web/20220924020125/https://www.montebelloca.gov/,Q120751581,,Montebello,Q664503,"34.01958,-118.1164",,Los Angeles County,Q104994,,Police
SB978-334,Monterey County Sheriff's Department,https://montereysheriff.org,https://web.archive.org/web/20150712133824/https://www.montereysheriff.org/,Q120751758,,Monterey,Q487315,"36.5982,-121.8965",,Monterey County,Q108072,,Sheriff
SB978-335,Monterey Park Police Department,http://www.montereypark.ca.gov,https://web.archive.org/web/20130416051303/http://www.montereypark.ca.gov,Q120751759,,Monterey Park,Q927213,"34.0598,-118.1257",,Los Angeles County,Q104994,,Police
